match_id,team_1,team_2,date,year,ground,toss_winner,toss_decision,match_winner,dl_used
514036,South Africa,Sri Lanka,2012-01-14,2012,Buffalo Park,South Africa,field,South Africa,
514037,South Africa,Sri Lanka,2012-01-17,2012,Chevrolet Park,Sri Lanka,bat,South Africa,y
514038,South Africa,Sri Lanka,2012-01-20,2012,De Beers Diamond Oval,South Africa,bat,Sri Lanka,
514039,South Africa,Sri Lanka,2012-01-22,2012,New Wanderers Stadium,Sri Lanka,field,Sri Lanka,
520592,New Zealand,Zimbabwe,2012-02-03,2012,University Oval,Zimbabwe,field,New Zealand,
518956,Australia,India,2012-02-05,2012,Melbourne Cricket Ground,India,field,Australia,y
520593,New Zealand,Zimbabwe,2012-02-06,2012,Cobham Oval (New),Zimbabwe,field,New Zealand,
518957,India,Sri Lanka,2012-02-08,2012,Western Australia Cricket Association Ground,Sri Lanka,bat,India,
520594,New Zealand,Zimbabwe,2012-02-09,2012,McLean Park,New Zealand,bat,New Zealand,
545656,Afghanistan,Pakistan,2012-02-10,2012,Sharjah Cricket Stadium,Afghanistan,bat,Pakistan,
518958,Australia,Sri Lanka,2012-02-10,2012,Western Australia Cricket Association Ground,Sri Lanka,field,Australia,
518959,Australia,India,2012-02-12,2012,Adelaide Oval,Australia,bat,India,
531631,England,Pakistan,2012-02-13,2012,Sheikh Zayed Stadium,England,bat,England,
518960,India,Sri Lanka,2012-02-14,2012,Adelaide Oval,Sri Lanka,bat,No Result,
531632,England,Pakistan,2012-02-15,2012,Sheikh Zayed Stadium,England,bat,England,
518961,Australia,Sri Lanka,2012-02-17,2012,Sydney Cricket Ground,Australia,bat,Sri Lanka,y
531633,England,Pakistan,2012-02-18,2012,Dubai International Cricket Stadium,Pakistan,bat,England,
518962,Australia,India,2012-02-19,2012,"Brisbane Cricket Ground, Woolloongabba",Australia,bat,Australia,
531634,England,Pakistan,2012-02-21,2012,Dubai International Cricket Stadium,Pakistan,bat,England,
518963,India,Sri Lanka,2012-02-21,2012,"Brisbane Cricket Ground, Woolloongabba",Sri Lanka,bat,Sri Lanka,
518964,Australia,Sri Lanka,2012-02-24,2012,Bellerive Oval,Australia,bat,Sri Lanka,
520600,New Zealand,South Africa,2012-02-25,2012,Westpac Stadium,New Zealand,bat,South Africa,
518965,Australia,India,2012-02-26,2012,Sydney Cricket Ground,Australia,bat,Australia,
518966,India,Sri Lanka,2012-02-28,2012,Bellerive Oval,India,field,India,
520601,New Zealand,South Africa,2012-02-29,2012,McLean Park,South Africa,field,South Africa,
518967,Australia,Sri Lanka,2012-03-02,2012,Melbourne Cricket Ground,Sri Lanka,bat,Sri Lanka,
520602,New Zealand,South Africa,2012-03-03,2012,Eden Park,South Africa,field,South Africa,
518968,Australia,Sri Lanka,2012-03-04,2012,"Brisbane Cricket Ground, Woolloongabba",Australia,bat,Australia,
518969,Australia,Sri Lanka,2012-03-06,2012,Adelaide Oval,Australia,bat,Sri Lanka,
518970,Australia,Sri Lanka,2012-03-08,2012,Adelaide Oval,Sri Lanka,field,Australia,
535794,Bangladesh,Pakistan,2012-03-11,2012,Shere Bangla National Stadium,Bangladesh,field,Pakistan,
535795,India,Sri Lanka,2012-03-13,2012,Shere Bangla National Stadium,Sri Lanka,field,India,
535796,Pakistan,Sri Lanka,2012-03-15,2012,Shere Bangla National Stadium,Sri Lanka,bat,Pakistan,
540168,West Indies,Australia,2012-03-16,2012,"Arnos Vale Ground, Kingstown",Australia,bat,Australia,
535797,Bangladesh,India,2012-03-16,2012,Shere Bangla National Stadium,Bangladesh,field,Bangladesh,
540169,West Indies,Australia,2012-03-18,2012,"Arnos Vale Ground, Kingstown",West Indies,field,West Indies,y
535798,India,Pakistan,2012-03-18,2012,Shere Bangla National Stadium,Pakistan,bat,India,
540170,West Indies,Australia,2012-03-20,2012,"Arnos Vale Ground, Kingstown",Australia,bat,No Result,
535799,Bangladesh,Sri Lanka,2012-03-20,2012,Shere Bangla National Stadium,Bangladesh,field,Bangladesh,y
535800,Bangladesh,Pakistan,2012-03-22,2012,Shere Bangla National Stadium,Bangladesh,field,Pakistan,
540171,West Indies,Australia,2012-03-23,2012,"Beausejour Stadium, Gros Islet",Australia,field,West Indies,
540172,West Indies,Australia,2012-03-25,2012,"Beausejour Stadium, Gros Islet",West Indies,field,Australia,
562439,Sri Lanka,Pakistan,2012-06-07,2012,Pallekele International Cricket Stadium,Sri Lanka,bat,Pakistan,y
562440,Sri Lanka,Pakistan,2012-06-09,2012,Pallekele International Cricket Stadium,Sri Lanka,bat,Sri Lanka,
562441,Sri Lanka,Pakistan,2012-06-13,2012,R Premadasa Stadium,Pakistan,bat,No Result,
562442,Sri Lanka,Pakistan,2012-06-16,2012,R Premadasa Stadium,Sri Lanka,bat,Sri Lanka,
534209,England,West Indies,2012-06-16,2012,The Rose Bowl,West Indies,field,England,y
562443,Sri Lanka,Pakistan,2012-06-18,2012,R Premadasa Stadium,Pakistan,bat,Sri Lanka,
534210,England,West Indies,2012-06-19,2012,Kennington Oval,England,field,England,
534214,Ireland,Australia,2012-06-23,2012,"Civil Service Cricket Club, Stormont",Australia,field,No Result,
534215,England,Australia,2012-06-29,2012,Lord's,Australia,field,England,
534216,England,Australia,2012-07-01,2012,Kennington Oval,Australia,bat,England,
560923,West Indies,New Zealand,2012-07-05,2012,"Sabina Park, Kingston",West Indies,field,West Indies,y
555892,Ireland,Afghanistan,2012-07-05,2012,Clontarf Cricket Club Ground,Afghanistan,field,Ireland,
560924,West Indies,New Zealand,2012-07-07,2012,"Sabina Park, Kingston",New Zealand,field,West Indies,
534218,England,Australia,2012-07-07,2012,Riverside Ground,England,field,England,
534219,England,Australia,2012-07-10,2012,Old Trafford,England,field,England,y
560925,West Indies,New Zealand,2012-07-11,2012,"Warner Park, Basseterre",West Indies,field,New Zealand,
560926,West Indies,New Zealand,2012-07-14,2012,"Warner Park, Basseterre",West Indies,bat,West Indies,
560927,West Indies,New Zealand,2012-07-16,2012,"Warner Park, Basseterre",West Indies,bat,West Indies,
564781,Sri Lanka,India,2012-07-21,2012,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",India,bat,India,
564782,Sri Lanka,India,2012-07-24,2012,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",India,bat,Sri Lanka,
564783,Sri Lanka,India,2012-07-28,2012,R Premadasa Stadium,Sri Lanka,bat,India,
564784,Sri Lanka,India,2012-07-31,2012,R Premadasa Stadium,Sri Lanka,bat,India,
564785,Sri Lanka,India,2012-08-04,2012,Pallekele International Cricket Stadium,India,bat,India,
534228,England,South Africa,2012-08-24,2012,Sophia Gardens,South Africa,field,No Result,
571947,Afghanistan,Australia,2012-08-25,2012,Sharjah Cricket Association Stadium,Australia,bat,Australia,
571145,Australia,Pakistan,2012-08-28,2012,Sharjah Cricket Stadium,Pakistan,bat,Australia,
534229,England,South Africa,2012-08-28,2012,The Rose Bowl,South Africa,bat,South Africa,
571146,Australia,Pakistan,2012-08-31,2012,Sheikh Zayed Stadium,Australia,bat,Pakistan,
534230,England,South Africa,2012-08-31,2012,Kennington Oval,South Africa,bat,England,
534231,England,South Africa,2012-09-02,2012,Lord's,England,field,England,
571147,Australia,Pakistan,2012-09-03,2012,Sharjah Cricket Stadium,Australia,field,Australia,
534232,England,South Africa,2012-09-05,2012,Trent Bridge,England,bat,South Africa,
582188,Sri Lanka,New Zealand,2012-11-04,2012,Pallekele International Cricket Stadium,New Zealand,bat,Sri Lanka,y
582189,Sri Lanka,New Zealand,2012-11-06,2012,Pallekele International Cricket Stadium,Sri Lanka,field,Sri Lanka,y
582190,Sri Lanka,New Zealand,2012-11-10,2012,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,field,Sri Lanka,y
582191,Sri Lanka,New Zealand,2012-11-12,2012,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",New Zealand,field,No Result,
587471,Bangladesh,West Indies,2012-11-30,2012,Sheikh Abu Naser Stadium,West Indies,bat,Bangladesh,
587472,Bangladesh,West Indies,2012-12-02,2012,Sheikh Abu Naser Stadium,West Indies,field,Bangladesh,
587473,Bangladesh,West Indies,2012-12-05,2012,Shere Bangla National Stadium,West Indies,field,West Indies,
587474,Bangladesh,West Indies,2012-12-07,2012,Shere Bangla National Stadium,Bangladesh,field,West Indies,
587475,Bangladesh,West Indies,2012-12-08,2012,Shere Bangla National Stadium,Bangladesh,field,Bangladesh,
589308,India,Pakistan,2012-12-30,2012,"MA Chidambaram Stadium, Chepauk",Pakistan,field,Pakistan,
589309,India,Pakistan,2013-01-03,2013,Eden Gardens,India,field,Pakistan,
589310,India,Pakistan,2013-01-06,2013,Feroz Shah Kotla,India,bat,India,
573014,Australia,Sri Lanka,2013-01-11,2013,Melbourne Cricket Ground,Australia,bat,Australia,
565812,India,England,2013-01-11,2013,Saurashtra Cricket Association Stadium,England,bat,England,
573015,Australia,Sri Lanka,2013-01-13,2013,Adelaide Oval,Sri Lanka,field,Sri Lanka,
565813,India,England,2013-01-15,2013,Nehru Stadium,India,bat,India,
573016,Australia,Sri Lanka,2013-01-18,2013,"Brisbane Cricket Ground, Woolloongabba",Australia,bat,Sri Lanka,
567358,South Africa,New Zealand,2013-01-19,2013,Boland Park,New Zealand,field,New Zealand,
565814,India,England,2013-01-19,2013,JSCA International Stadium Complex,India,field,India,
573017,Australia,Sri Lanka,2013-01-20,2013,Sydney Cricket Ground,Australia,bat,No Result,
567359,South Africa,New Zealand,2013-01-22,2013,De Beers Diamond Oval,South Africa,field,New Zealand,
573018,Australia,Sri Lanka,2013-01-23,2013,Bellerive Oval,Sri Lanka,field,Australia,
565815,India,England,2013-01-23,2013,"Punjab Cricket Association Stadium, Mohali",India,field,India,
567360,South Africa,New Zealand,2013-01-25,2013,Senwes Park,New Zealand,bat,South Africa,
565816,India,England,2013-01-27,2013,Himachal Pradesh Cricket Association Stadium,England,field,England,
573022,Australia,West Indies,2013-02-01,2013,Western Australia Cricket Association Ground,West Indies,bat,Australia,
573023,Australia,West Indies,2013-02-03,2013,Western Australia Cricket Association Ground,West Indies,field,Australia,
573024,Australia,West Indies,2013-02-06,2013,Manuka Oval,Australia,bat,Australia,
573025,Australia,West Indies,2013-02-08,2013,Sydney Cricket Ground,West Indies,bat,Australia,
573026,Australia,West Indies,2013-02-10,2013,Melbourne Cricket Ground,West Indies,field,Australia,
569240,New Zealand,England,2013-02-17,2013,Seddon Park,New Zealand,field,New Zealand,
569241,New Zealand,England,2013-02-20,2013,McLean Park,England,field,England,
593983,West Indies,Zimbabwe,2013-02-22,2013,"National Cricket Stadium, St George's",Zimbabwe,field,West Indies,
569242,New Zealand,England,2013-02-23,2013,Eden Park,England,field,England,
593985,West Indies,Zimbabwe,2013-02-26,2013,"National Cricket Stadium, St George's",Zimbabwe,bat,West Indies,
567368,South Africa,Pakistan,2013-03-10,2013,Chevrolet Park,Pakistan,field,South Africa,
567369,South Africa,Pakistan,2013-03-15,2013,SuperSport Park,South Africa,bat,Pakistan,y
567370,South Africa,Pakistan,2013-03-17,2013,New Wanderers Stadium,Pakistan,field,South Africa,
567371,South Africa,Pakistan,2013-03-21,2013,Kingsmead,South Africa,bat,Pakistan,
602474,Sri Lanka,Bangladesh,2013-03-23,2013,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,field,Sri Lanka,y
567372,South Africa,Pakistan,2013-03-24,2013,Willowmoore Park,Pakistan,bat,South Africa,
602475,Sri Lanka,Bangladesh,2013-03-25,2013,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Bangladesh,field,No Result,
602476,Sri Lanka,Bangladesh,2013-03-28,2013,Pallekele International Cricket Stadium,Sri Lanka,bat,Bangladesh,y
623573,Zimbabwe,Bangladesh,2013-05-03,2013,Queens Sports Club,Zimbabwe,field,Bangladesh,
623574,Zimbabwe,Bangladesh,2013-05-05,2013,Queens Sports Club,Zimbabwe,field,Zimbabwe,
623575,Zimbabwe,Bangladesh,2013-05-08,2013,Queens Sports Club,Zimbabwe,field,Zimbabwe,
601612,Ireland,Pakistan,2013-05-23,2013,Clontarf Cricket Club Ground,Pakistan,bat,No Result,
601613,Ireland,Pakistan,2013-05-26,2013,Clontarf Cricket Club Ground,Pakistan,field,Pakistan,
566923,England,New Zealand,2013-05-31,2013,Lord's,New Zealand,field,New Zealand,
566924,England,New Zealand,2013-06-02,2013,The Rose Bowl,New Zealand,bat,New Zealand,
566925,England,New Zealand,2013-06-05,2013,Trent Bridge,New Zealand,field,England,
578614,India,South Africa,2013-06-06,2013,Sophia Gardens,South Africa,field,India,
578615,Pakistan,West Indies,2013-06-07,2013,Kennington Oval,West Indies,field,West Indies,
578616,England,Australia,2013-06-08,2013,Edgbaston,England,bat,England,
578617,New Zealand,Sri Lanka,2013-06-09,2013,Sophia Gardens,Sri Lanka,bat,New Zealand,
578618,Pakistan,South Africa,2013-06-10,2013,Edgbaston,South Africa,bat,South Africa,
578619,India,West Indies,2013-06-11,2013,Kennington Oval,India,field,India,
578620,Australia,New Zealand,2013-06-12,2013,Edgbaston,Australia,bat,No Result,
578621,England,Sri Lanka,2013-06-13,2013,Kennington Oval,Sri Lanka,field,Sri Lanka,
578622,South Africa,West Indies,2013-06-14,2013,Sophia Gardens,West Indies,field,No Result,
578623,India,Pakistan,2013-06-15,2013,Edgbaston,India,field,India,y
578624,England,New Zealand,2013-06-16,2013,Sophia Gardens,New Zealand,field,England,
578625,Australia,Sri Lanka,2013-06-17,2013,Kennington Oval,Australia,field,Sri Lanka,
566946,England,South Africa,2013-06-19,2013,Kennington Oval,England,field,England,
566947,India,Sri Lanka,2013-06-20,2013,Sophia Gardens,India,field,India,
566948,England,India,2013-06-23,2013,Edgbaston,England,field,India,
597923,West Indies,Sri Lanka,2013-06-28,2013,"Sabina Park, Kingston",West Indies,field,West Indies,
597924,West Indies,India,2013-06-30,2013,"Sabina Park, Kingston",West Indies,field,West Indies,
597925,India,Sri Lanka,2013-07-02,2013,"Sabina Park, Kingston",India,field,Sri Lanka,
597926,West Indies,India,2013-07-05,2013,"Queen's Park Oval, Port of Spain",West Indies,field,India,y
597927,West Indies,Sri Lanka,2013-07-07,2013,"Queen's Park Oval, Port of Spain",West Indies,field,Sri Lanka,y
597928,India,Sri Lanka,2013-07-09,2013,"Queen's Park Oval, Port of Spain",Sri Lanka,field,India,y
597929,India,Sri Lanka,2013-07-11,2013,"Queen's Park Oval, Port of Spain",India,field,India,
645635,West Indies,Pakistan,2013-07-14,2013,Providence Stadium,West Indies,field,Pakistan,
645637,West Indies,Pakistan,2013-07-16,2013,Providence Stadium,Pakistan,field,West Indies,
645639,West Indies,Pakistan,2013-07-19,2013,"Beausejour Stadium, Gros Islet",West Indies,field,No Result,
635653,Sri Lanka,South Africa,2013-07-20,2013,R Premadasa Stadium,South Africa,field,Sri Lanka,
645641,West Indies,Pakistan,2013-07-21,2013,"Beausejour Stadium, Gros Islet",Pakistan,field,Pakistan,y
635654,Sri Lanka,South Africa,2013-07-23,2013,R Premadasa Stadium,Sri Lanka,bat,Sri Lanka,y
645643,West Indies,Pakistan,2013-07-24,2013,"Beausejour Stadium, Gros Islet",Pakistan,field,Pakistan,
643665,Zimbabwe,India,2013-07-24,2013,Harare Sports Club,India,field,India,
643667,Zimbabwe,India,2013-07-26,2013,Harare Sports Club,Zimbabwe,field,India,
635655,Sri Lanka,South Africa,2013-07-26,2013,Pallekele International Cricket Stadium,South Africa,bat,South Africa,
643669,Zimbabwe,India,2013-07-28,2013,Harare Sports Club,India,field,India,
635656,Sri Lanka,South Africa,2013-07-28,2013,Pallekele International Cricket Stadium,South Africa,bat,Sri Lanka,
635657,Sri Lanka,South Africa,2013-07-31,2013,R Premadasa Stadium,Sri Lanka,bat,Sri Lanka,
643675,Zimbabwe,India,2013-08-01,2013,Queens Sports Club,India,field,India,
643677,Zimbabwe,India,2013-08-03,2013,Queens Sports Club,India,field,India,
659549,Zimbabwe,Pakistan,2013-08-27,2013,Harare Sports Club,Pakistan,bat,Zimbabwe,
659551,Zimbabwe,Pakistan,2013-08-29,2013,Harare Sports Club,Zimbabwe,field,Pakistan,
659553,Zimbabwe,Pakistan,2013-08-31,2013,Harare Sports Club,Zimbabwe,field,Pakistan,
566940,Ireland,England,2013-09-03,2013,"The Village, Malahide",England,field,England,
566942,England,Australia,2013-09-08,2013,Old Trafford,England,field,Australia,
566943,England,Australia,2013-09-11,2013,Edgbaston,Australia,field,No Result,
566944,England,Australia,2013-09-14,2013,Sophia Gardens,England,field,England,
566945,England,Australia,2013-09-16,2013,The Rose Bowl,Australia,bat,Australia,
647249,India,Australia,2013-10-13,2013,Maharashtra Cricket Association Stadium,Australia,bat,Australia,
647251,India,Australia,2013-10-16,2013,Sawai Mansingh Stadium,Australia,bat,India,
647253,India,Australia,2013-10-19,2013,"Punjab Cricket Association Stadium, Mohali",Australia,field,Australia,
647255,India,Australia,2013-10-23,2013,JSCA International Stadium Complex,India,field,No Result,
668953,Bangladesh,New Zealand,2013-10-29,2013,Shere Bangla National Stadium,New Zealand,field,Bangladesh,y
649091,Pakistan,South Africa,2013-10-30,2013,Sharjah Cricket Stadium,South Africa,bat,South Africa,
647259,India,Australia,2013-10-30,2013,"Vidarbha Cricket Association Stadium, Jamtha",India,field,India,
668955,Bangladesh,New Zealand,2013-10-31,2013,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh,
649093,Pakistan,South Africa,2013-11-01,2013,Dubai International Cricket Stadium,Pakistan,bat,Pakistan,
647261,India,Australia,2013-11-02,2013,M Chinnaswamy Stadium,Australia,field,India,
668957,Bangladesh,New Zealand,2013-11-03,2013,Khan Shaheb Osman Ali Stadium,Bangladesh,field,Bangladesh,
649095,Pakistan,South Africa,2013-11-06,2013,Sheikh Zayed Stadium,South Africa,bat,South Africa,
649097,Pakistan,South Africa,2013-11-08,2013,Sheikh Zayed Stadium,South Africa,bat,South Africa,
668961,Sri Lanka,New Zealand,2013-11-10,2013,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",New Zealand,field,No Result,
649099,Pakistan,South Africa,2013-11-11,2013,Sharjah Cricket Stadium,South Africa,bat,South Africa,
668963,Sri Lanka,New Zealand,2013-11-12,2013,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,bat,New Zealand,y
668965,Sri Lanka,New Zealand,2013-11-16,2013,Rangiri Dambulla International Stadium,New Zealand,field,Sri Lanka,y
676529,India,West Indies,2013-11-21,2013,Nehru Stadium,West Indies,bat,India,
685731,South Africa,Pakistan,2013-11-24,2013,Newlands,Pakistan,bat,Pakistan,
676531,India,West Indies,2013-11-24,2013,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,West Indies,field,West Indies,
685733,South Africa,Pakistan,2013-11-27,2013,St George's Park,South Africa,field,Pakistan,
676533,India,West Indies,2013-11-27,2013,Green Park,India,field,India,
685735,South Africa,Pakistan,2013-11-30,2013,SuperSport Park,South Africa,field,South Africa,
648651,South Africa,India,2013-12-05,2013,New Wanderers Stadium,India,field,South Africa,
648653,South Africa,India,2013-12-08,2013,Kingsmead,India,field,South Africa,
648655,South Africa,India,2013-12-11,2013,SuperSport Park,South Africa,bat,No Result,
657637,Pakistan,Sri Lanka,2013-12-18,2013,Sharjah Cricket Stadium,Pakistan,bat,Pakistan,
657639,Pakistan,Sri Lanka,2013-12-20,2013,Dubai International Cricket Stadium,Sri Lanka,field,Sri Lanka,
657641,Pakistan,Sri Lanka,2013-12-22,2013,Sharjah Cricket Stadium,Sri Lanka,field,Pakistan,
657643,Pakistan,Sri Lanka,2013-12-25,2013,Sheikh Zayed Stadium,Sri Lanka,bat,Pakistan,
661685,New Zealand,West Indies,2013-12-26,2013,Eden Park,West Indies,field,West Indies,
657645,Pakistan,Sri Lanka,2013-12-27,2013,Sheikh Zayed Stadium,Pakistan,bat,Sri Lanka,
661689,New Zealand,West Indies,2014-01-01,2014,Queenstown Events Centre,West Indies,field,New Zealand,
661691,New Zealand,West Indies,2014-01-04,2014,Saxton Oval,New Zealand,bat,New Zealand,y
661693,New Zealand,West Indies,2014-01-08,2014,Seddon Park,New Zealand,field,West Indies,
636159,Australia,England,2014-01-12,2014,Melbourne Cricket Ground,England,bat,Australia,
636160,Australia,England,2014-01-17,2014,"Brisbane Cricket Ground, Woolloongabba",England,bat,Australia,
667641,New Zealand,India,2014-01-19,2014,McLean Park,India,field,New Zealand,
636161,Australia,England,2014-01-19,2014,Sydney Cricket Ground,England,bat,Australia,
667643,New Zealand,India,2014-01-22,2014,Seddon Park,India,field,New Zealand,y
636162,Australia,England,2014-01-24,2014,Western Australia Cricket Association Ground,Australia,field,England,
667645,New Zealand,India,2014-01-25,2014,Eden Park,India,field,No Result,
636163,Australia,England,2014-01-26,2014,Adelaide Oval,Australia,bat,Australia,
667647,New Zealand,India,2014-01-28,2014,Seddon Park,India,bat,New Zealand,
667649,New Zealand,India,2014-01-31,2014,Westpac Stadium,India,field,New Zealand,
690355,Bangladesh,Sri Lanka,2014-02-17,2014,Shere Bangla National Stadium,Bangladesh,field,Sri Lanka,
690357,Bangladesh,Sri Lanka,2014-02-20,2014,Shere Bangla National Stadium,Sri Lanka,bat,Sri Lanka,
690359,Bangladesh,Sri Lanka,2014-02-22,2014,Shere Bangla National Stadium,Sri Lanka,field,Sri Lanka,
702139,West Indies,Ireland,2014-02-23,2014,"Sabina Park, Kingston",Ireland,bat,West Indies,
710291,Pakistan,Sri Lanka,2014-02-25,2014,Khan Shaheb Osman Ali Stadium,Sri Lanka,bat,Sri Lanka,
710293,Bangladesh,India,2014-02-26,2014,Khan Shaheb Osman Ali Stadium,India,field,India,
710295,Afghanistan,Pakistan,2014-02-27,2014,Khan Shaheb Osman Ali Stadium,Afghanistan,field,Pakistan,
710297,India,Sri Lanka,2014-02-28,2014,Khan Shaheb Osman Ali Stadium,Sri Lanka,field,Sri Lanka,
636533,West Indies,England,2014-02-28,2014,"Sir Vivian Richards Stadium, North Sound",England,field,West Indies,
710299,Bangladesh,Afghanistan,2014-03-01,2014,Khan Shaheb Osman Ali Stadium,Bangladesh,field,Afghanistan,
710301,India,Pakistan,2014-03-02,2014,Shere Bangla National Stadium,Pakistan,field,Pakistan,
636534,West Indies,England,2014-03-02,2014,"Sir Vivian Richards Stadium, North Sound",England,field,England,
710303,Afghanistan,Sri Lanka,2014-03-03,2014,Shere Bangla National Stadium,Sri Lanka,bat,Sri Lanka,
710305,Bangladesh,Pakistan,2014-03-04,2014,Shere Bangla National Stadium,Bangladesh,bat,Pakistan,
710307,Afghanistan,India,2014-03-05,2014,Shere Bangla National Stadium,India,field,India,
636535,West Indies,England,2014-03-05,2014,"Sir Vivian Richards Stadium, North Sound",West Indies,field,England,
710309,Bangladesh,Sri Lanka,2014-03-06,2014,Shere Bangla National Stadium,Bangladesh,bat,Sri Lanka,
710311,Pakistan,Sri Lanka,2014-03-08,2014,Shere Bangla National Stadium,Pakistan,bat,Sri Lanka,
706767,Ireland,Sri Lanka,2014-05-06,2014,Clontarf Cricket Club Ground,Ireland,field,Sri Lanka,
667889,England,Sri Lanka,2014-05-22,2014,Kennington Oval,Sri Lanka,field,England,y
667891,England,Sri Lanka,2014-05-25,2014,Riverside Ground,England,field,Sri Lanka,
667893,England,Sri Lanka,2014-05-28,2014,Old Trafford,England,field,England,
667895,England,Sri Lanka,2014-05-31,2014,Lord's,England,field,Sri Lanka,
667897,England,Sri Lanka,2014-06-03,2014,Edgbaston,England,bat,Sri Lanka,
744679,Bangladesh,India,2014-06-15,2014,Shere Bangla National Stadium,Bangladesh,bat,India,y
744681,Bangladesh,India,2014-06-17,2014,Shere Bangla National Stadium,Bangladesh,field,India,y
744683,Bangladesh,India,2014-06-19,2014,Shere Bangla National Stadium,India,bat,No Result,
730083,Sri Lanka,South Africa,2014-07-06,2014,R Premadasa Stadium,South Africa,bat,South Africa,
730085,Sri Lanka,South Africa,2014-07-09,2014,Pallekele International Cricket Stadium,Sri Lanka,bat,Sri Lanka,
730087,Sri Lanka,South Africa,2014-07-12,2014,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",South Africa,bat,South Africa,
756037,Zimbabwe,Afghanistan,2014-07-20,2014,Queens Sports Club,Zimbabwe,field,Zimbabwe,
756039,Zimbabwe,Afghanistan,2014-07-22,2014,Queens Sports Club,Afghanistan,field,Afghanistan,
756041,Zimbabwe,Afghanistan,2014-07-24,2014,Queens Sports Club,Zimbabwe,field,Afghanistan,
736437,Zimbabwe,South Africa,2014-08-17,2014,Queens Sports Club,Zimbabwe,field,South Africa,
736439,Zimbabwe,South Africa,2014-08-19,2014,Queens Sports Club,Zimbabwe,field,South Africa,
730287,West Indies,Bangladesh,2014-08-20,2014,"National Cricket Stadium, St George's",West Indies,field,West Indies,
736441,Zimbabwe,South Africa,2014-08-21,2014,Queens Sports Club,South Africa,field,South Africa,
730289,West Indies,Bangladesh,2014-08-22,2014,"National Cricket Stadium, St George's",Bangladesh,field,West Indies,
745159,Sri Lanka,Pakistan,2014-08-23,2014,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Pakistan,field,Pakistan,y
736443,Zimbabwe,Australia,2014-08-25,2014,Harare Sports Club,Zimbabwe,field,Australia,
730291,West Indies,Bangladesh,2014-08-25,2014,"Warner Park, Basseterre",West Indies,bat,West Indies,
745161,Sri Lanka,Pakistan,2014-08-26,2014,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,bat,Sri Lanka,
736445,Australia,South Africa,2014-08-27,2014,Harare Sports Club,South Africa,field,South Africa,
667723,England,India,2014-08-27,2014,Sophia Gardens,England,field,India,y
736447,Zimbabwe,South Africa,2014-08-29,2014,Harare Sports Club,Zimbabwe,field,South Africa,
745163,Sri Lanka,Pakistan,2014-08-30,2014,Rangiri Dambulla International Stadium,Pakistan,bat,Sri Lanka,y
667725,England,India,2014-08-30,2014,Trent Bridge,India,field,India,
736449,Zimbabwe,Australia,2014-08-31,2014,Harare Sports Club,Australia,bat,Zimbabwe,
736451,Australia,South Africa,2014-09-02,2014,Harare Sports Club,South Africa,field,Australia,
667727,England,India,2014-09-02,2014,Edgbaston,India,field,India,
736453,Zimbabwe,South Africa,2014-09-04,2014,Harare Sports Club,Zimbabwe,field,South Africa,
667729,England,India,2014-09-05,2014,Headingley,India,field,England,
736455,Australia,South Africa,2014-09-06,2014,Harare Sports Club,South Africa,field,South Africa,
727919,Australia,Pakistan,2014-10-07,2014,Sharjah Cricket Stadium,Australia,bat,Australia,
770121,India,West Indies,2014-10-08,2014,Nehru Stadium,India,field,West Indies,
727921,Australia,Pakistan,2014-10-10,2014,Dubai International Cricket Stadium,Pakistan,bat,Australia,
770123,India,West Indies,2014-10-11,2014,Feroz Shah Kotla,India,bat,India,
727923,Australia,Pakistan,2014-10-12,2014,Sheikh Zayed Stadium,Australia,bat,Australia,
770127,India,West Indies,2014-10-17,2014,Himachal Pradesh Cricket Association Stadium,West Indies,field,India,
749771,New Zealand,South Africa,2014-10-21,2014,Bay Oval,South Africa,field,South Africa,
749773,New Zealand,South Africa,2014-10-24,2014,Bay Oval,New Zealand,field,South Africa,
749775,New Zealand,South Africa,2014-10-27,2014,Seddon Park,New Zealand,field,No Result,
792289,India,Sri Lanka,2014-11-02,2014,Barabati Stadium,Sri Lanka,field,India,
792291,India,Sri Lanka,2014-11-06,2014,"Sardar Patel Stadium, Motera",Sri Lanka,bat,India,
792293,India,Sri Lanka,2014-11-09,2014,"Rajiv Gandhi International Stadium, Uppal",Sri Lanka,bat,India,
792295,India,Sri Lanka,2014-11-13,2014,Eden Gardens,India,bat,India,
754723,Australia,South Africa,2014-11-14,2014,Western Australia Cricket Association Ground,South Africa,field,Australia,
